date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-06-11 15:40:02,CDCgov,,5,125,187,"#Dental #HCP: CDC has updated guidance for resuming non-emergency dental care. Read more here: https://bit.ly/2zZQ7OE",,,#Dental #HCP,1271104916195553283,https://twitter.com/CDCgov/status/1271104916195553283
2020-06-10 21:38:36,CDCgov,,276,812,1100,"As of June 9: Almost 2 million #COVID19 cases have been reported in the U.S., with 37 states and jurisdictions reporting more than 10,000 cases. Continue to slow the spread by wearing a cloth face covering and washing your hands often. https://bit.ly/2UjQ9XR",,,#COVID19,1270832763256680451,https://twitter.com/CDCgov/status/1270832763256680451
2020-06-10 20:21:02,CDCgov,,28,73,159,"CDC offers general considerations to help communities of faith decide how best to practice their beliefs while slowing the spread of #COVID19 and keeping their staff and congregations safe. Learn more: https://bit.ly/3gfhp43.",,,#COVID19,1270813242504380416,https://twitter.com/CDCgov/status/1270813242504380416
2020-06-10 17:20:02,CDCgov,,17,85,153,"Do you know a new or expectant parent? Reach out and offer support during #COVID19 while maintaining social distance. Find ways to connect: https://bit.ly/340pBQa.",,,#COVID19,1270767694745387011,https://twitter.com/CDCgov/status/1270767694745387011
2020-06-10 16:05:05,CDCgov,,19,117,178,"Hotel Owners: Reopening a building after a prolonged shutdown or reduced occupancy can increase the risk for growth and spread of #Legionella, the bacteria that cause #Legionnaires’ disease. On-demand webinar now available to help you prepare. More: https://bit.ly/37txIGJ.",,,#Legionella #Legionnaires,1270748831060307969,https://twitter.com/CDCgov/status/1270748831060307969
2020-06-10 15:20:02,CDCgov,,14,111,273,"“…For every data point, there is a human story. And for every story, there are many unsung heroes that we never hear about,” says Guillermo “Memo” Sanchez, a CDC #diseasedetective and #COVID19 responder. Read his story: https://bit.ly/CDC-Sanchez.",,,#diseasedetective #COVID19,1270737494779334657,https://twitter.com/CDCgov/status/1270737494779334657
2020-06-09 20:01:02,CDCgov,,23,133,259,"Frontline staff in long-term care facilities are taking action to protect residents, families and fellow staff from #COVID19. Thank you for following CDC guidance and protecting vulnerable Americans. https://bit.ly/3bKpZow",,,#COVID19,1270445821478256640,https://twitter.com/CDCgov/status/1270445821478256640
2020-06-09 19:15:04,CDCgov,,37,131,179,"While the percentage of certified deaths related to #COVID19 is still above the epidemic threshold, it is now similar to what has been observed at the peak of some flu seasons. Learn more: https://bit.ly/2ViFflZ.",,,#COVID19,1270434252765659139,https://twitter.com/CDCgov/status/1270434252765659139
2020-06-09 19:15:03,CDCgov,,93,382,723,"The latest CDC #COVIDView report shows that the proportion of death certificates coded as being related to #COVID19 decreased for the sixth week from 13.7% for the week ending May 23 to 8.4% for the week ending May 30.",,,#COVIDView #COVID19,1270434251427786753,https://twitter.com/CDCgov/status/1270434251427786753
2020-06-09 17:05:23,CDCgov,,65,477,761,"Among young adult U.S. service members on an aircraft carrier tested during a #COVID19 outbreak, nearly 1 out of 5 infected service members showed no symptoms. Wearing cloth face coverings and social distancing may help reduce the spread of COVID-19. http://bit.ly/MMWR6920",,,#COVID19,1270401616827559937,https://twitter.com/CDCgov/status/1270401616827559937
2020-06-09 16:20:02,CDCgov,,81,402,635,"Practice social distancing by putting space between yourself and others. Continue to practice healthy habits, like washing your hands for at least 20 seconds and staying home if you’re sick, to help slow the spread of #COVID19. Learn more: http://www.cdc.gov/coronavirus.",,,#COVID19,1270390206269661187,https://twitter.com/CDCgov/status/1270390206269661187
2020-06-08 19:45:03,CDCgov,,19,95,153,"Caring for someone living with #Alzheimer’s disease or another type of #dementia? Take additional steps to protect and care for them and yourself during the #COVID19 pandemic: https://bit.ly/2YaTF9e.",,,#Alzheimer #dementia #COVID19,1270079411841372162,https://twitter.com/CDCgov/status/1270079411841372162
2020-06-08 18:41:01,CDCgov,,11,38,93,"Rebecca C. knew smoking wasn’t good for her, but she never imagined it would lead to having five of her toes removed. Read Rebecca's story: http://bit.ly/33zuQpB. #CDCTips",,,#CDCTips,1270063298642411521,https://twitter.com/CDCgov/status/1270063298642411521
2020-06-08 17:05:03,CDCgov,,34,222,314,"New @CDCMMWR highlights first cases of COVID-19 in U.S. household pets, which occurred in two pet cats in NY. Although #COVID19 can occasionally spread from people to animals, there is no evidence that animals play a significant role in spreading COVID-19. http://bit.ly/MMWR6820",,@CDCMMWR,#COVID19,1270039145382019073,https://twitter.com/CDCgov/status/1270039145382019073
2020-06-08 16:15:06,CDCgov,,68,274,502,"Social distancing is the best way to slow the spread of #COVID19, but it may make new &amp; expecting parents feel stressed or isolated. Learn how to cope with stress and anxiety: https://bit.ly/340pBQa.",,,#COVID19,1270026578286829573,https://twitter.com/CDCgov/status/1270026578286829573
2020-06-07 20:14:01,CDCgov,,64,273,431,"It’s natural to experience many emotions during #COVID19. Getting help can assist you in finding ways to cope with these feelings. Here are resources: https://bit.ly/340pBQa.",,,#COVID19,1269724314930159616,https://twitter.com/CDCgov/status/1269724314930159616
2020-06-07 17:36:00,CDCgov,,15,117,225,"Turn around, don’t drown! Avoid driving through flooded areas and standing #flood water. http://bit.ly/2mphfia #Cristobal",,,#flood #Cristobal,1269684546875740163,https://twitter.com/CDCgov/status/1269684546875740163
2020-06-07 16:26:01,CDCgov,,37,255,317,"CDC offers tips to Youth Sports Organizations on ways to protect players, families, & communities and slow the spread of #COVID19. Learn more: https://bit.ly/2XP1uB1.",,,#COVID19,1269666936868257793,https://twitter.com/CDCgov/status/1269666936868257793
2020-06-06 19:28:01,CDCgov,,52,199,618,"CDC thanks all nursing home staff. You are #healthheroes, comforting residents and keeping communities safe from #COVID19. CDC has resources to help: https://bit.ly/2Wcc4RJ.",,,#healthheroes #COVID19,1269350350424870913,https://twitter.com/CDCgov/status/1269350350424870913
2020-06-06 17:01:02,CDCgov,,11,61,116,"Geri smoked for 35 years. Now, she is living with COPD caused by smoking and hopes she will be accepted for a lung transplant. Read Geri's story: http://bit.ly/2WrnFOz. #CDCTips",,,#CDCTips,1269313358748057601,https://twitter.com/CDCgov/status/1269313358748057601
2020-06-06 15:14:00,CDCgov,,16,112,213,"Are you in an area affected by a #flood? Be aware that standing flood waters can also spread infectious diseases, bring chemical hazards, and cause injuries. Learn steps you can take to protect yourself, your family, and your home. http://bit.ly/2mphfia #Cristobal",,,#flood #Cristobal,1269286423514853377,https://twitter.com/CDCgov/status/1269286423514853377
2020-06-05 22:38:01,CDCgov,,29,110,171,"The latest CDC #COVIDView report shows that nationally, the percentage of ppl testing positive for #COVID19 decreased compared to last week. However, four regions (parts of the Southeast, South Central, West Coast and Northwest) saw slight increases: https://bit.ly/2ViFflZ",,,#COVIDView #COVID19,1269035778790866944,https://twitter.com/CDCgov/status/1269035778790866944
2020-06-05 20:10:00,CDCgov,,42,268,421,"You asked: Can I get #COVID19 from food, including delivery or restaurant takeout? Learn more: https://bit.ly/2Y1XYUg.",,,#COVID19,1268998526433767424,https://twitter.com/CDCgov/status/1268998526433767424
2020-06-05 18:40:02,CDCgov,,10,61,101,"Youth sports organizations: As you resume activities, have you planned what to do if a player, visitor or coach gets sick with #COVID19? CDC offers tips to protect the health and safety of staff, players and visitors involved in youth sports. Tips here: https://bit.ly/2XP1uB1.",,,#COVID19,1268975886721789952,https://twitter.com/CDCgov/status/1268975886721789952
2020-06-05 17:33:02,CDCgov,,6,53,84,"Preparing for hurricane season? To avoid exposure to #COVID19, try home delivery services to buy your disaster supplies. If that is not an option for you, be sure to take steps to protect your health and the health of others when running essential errands. https://bit.ly/34ucuqJ",,,#COVID19,1268959025850470403,https://twitter.com/CDCgov/status/1268959025850470403
2020-06-05 17:05:14,CDCgov,,126,641,824,"About one in three adults used household cleaners and disinfectants unsafely to prevent #COVID19, such as using bleach on food products and improperly using household cleaners and disinfectants on hands or skin. Read more in @CDCMMWR: http://bit.ly/MMWR6520.",,@CDCMMWR,#COVID19,1268952028149137411,https://twitter.com/CDCgov/status/1268952028149137411
2020-06-05 16:24:01,CDCgov,,9,67,138,"Supporting healthcare providers and patients during & after the #COVID19 pandemic is a CDC priority. A new framework can help #clinicians &amp; facilities prioritize necessary healthcare visits for patients whose care should not wait. https://bit.ly/2LHim7e.",,,#COVID19 #clinicians,1268941659011768320,https://twitter.com/CDCgov/status/1268941659011768320
2020-06-05 15:44:01,CDCgov,,1,25,65,"From the lab bench to the stage, Laboratory Leadership Service (LLS) fellows share stories about their outbreak investigations and cutting-edge work. Apply to LLS by June 28 for a unique public health training experience that begins in July 2021: https://bit.ly/2AJA5IQ.",,,,1268931592740880384,https://twitter.com/CDCgov/status/1268931592740880384
2020-06-05 15:14:55,CDCgov,,48,330,569,"It’s not safe to put a face covering on your pet or use disinfectants not meant for animals. The risk of animals spreading #COVID19 is considered to be low. Protect pets by limiting their contact w/ people &amp; other animals outside the household. Learn more: https://bit.ly/2z9q5be",,,#COVID19,1268924267757961217,https://twitter.com/CDCgov/status/1268924267757961217
2020-06-04 22:12:16,CDCgov,,72,228,302,"This week, CDC received 20 models to forecast possible #COVID19 deaths in the US. As of June 1, the combined forecast suggests the increase in total number of deaths will continue to slow with between 118,000 and 143,000 deaths by June 27. See: https://bit.ly/3cKQIl4",,,#COVID19,1268666909110800384,https://twitter.com/CDCgov/status/1268666909110800384
2020-06-04 21:18:01,CDCgov,,6,91,135,"When parents and caregivers communicate about #COVID19 with their children calmly and openly, they can lessen their children’s fears about the disease. Learn more about talking with children about COVID-19: https://bit.ly/2QX639Z.",,,#COVID19,1268653257519517697,https://twitter.com/CDCgov/status/1268653257519517697
2020-06-04 20:45:03,CDCgov,,15,182,218,"If you use public transit, consider what options are feasible, practical, and acceptable for you to help protect yourself and others by slowing the spread of #COVID19; see: https://bit.ly/36A09Cl.",,,#COVID19,1268644960041152515,https://twitter.com/CDCgov/status/1268644960041152515
2020-06-04 20:00:20,CDCgov,,7,65,129,"Administration of childhood vaccines has decreased in recent months. As communities begin to reopen, it’s important for #pediatric providers to work with parents to get caught up. https://bit.ly/2ym3Y0D",,,#pediatric,1268633705268088832,https://twitter.com/CDCgov/status/1268633705268088832
2020-06-04 19:16:02,CDCgov,,10,78,148,"Parents, work with your pediatric provider to make sure your child is on track with their recommended #vaccinations. View the parent-friendly schedule: https://bit.ly/2GPHp81.",,,#vaccinations,1268622557202219008,https://twitter.com/CDCgov/status/1268622557202219008
2020-06-04 18:00:22,CDCgov,,7,177,224,"Planning for hurricane season may be different this year. Know how to prepare for hurricane season during the #COVID19 pandemic to keep yourself and your loved ones safe. https://bit.ly/3d7ukDr. #Cristobal",,,#COVID19 #Cristobal,1268603517717155845,https://twitter.com/CDCgov/status/1268603517717155845
2020-06-04 17:18:01,CDCgov,,4,29,68,"New @CDCMMWR Report: 1 in 2 newborn #syphilis cases occurs due to gaps in testing &amp; treatment during #prenatal care. Full article: https://go.usa.gov/xwjN8.",,@CDCMMWR,#syphilis #prenatal,1268592860674301952,https://twitter.com/CDCgov/status/1268592860674301952
2020-06-04 15:12:03,CDCgov,,14,83,136,"Nursing homes should consider the current #COVID19 situation in their facility &amp; the community and refer to guidance from local &amp; state officials when making decisions about relaxing restrictions. Learn more about updated CDC guidance: https://bit.ly/2XkvYea.",,,#COVID19,1268561156614094848,https://twitter.com/CDCgov/status/1268561156614094848
2020-06-03 22:06:54,CDCgov,,193,665,851,"As of June 2: More than 1.8 million #COVID19 cases have been reported in the U.S., with 34 states and jurisdictions reporting more than 10,000 cases. Continue to help slow the spread by staying home when sick and washing your hands often. https://bit.ly/2UjQ9XR",,,#COVID19,1268303170264072194,https://twitter.com/CDCgov/status/1268303170264072194
2020-06-03 20:06:03,CDCgov,,14,155,228,"#PetOwners: If you have #COVID19 or think you may have it, avoid contact with pets just like with human family members. Have another member of your household care for your pet, if possible. Learn more about what to do if you have pets: https://bit.ly/2z9q5be.",,,#PetOwners #COVID19,1268272755784454144,https://twitter.com/CDCgov/status/1268272755784454144
2020-06-03 18:45:04,CDCgov,,7,58,106,"Youth Sports Organizations: Consider implementing CDC’s new tips for maintaining healthy operations during the #COVID19 outbreak, such as staggered schedules &amp; options for individuals at higher risk for severe illness. More tips: https://bit.ly/2XP1uB1.",,,#COVID19,1268252378060533763,https://twitter.com/CDCgov/status/1268252378060533763
2020-06-03 17:40:03,CDCgov,,14,91,146,"Office building employers, building owners and managers, and building operations specialists can help protect workers from COVID-19. Learn about steps you can take to create a safe and healthy workplace and protect workers and clients: https://bit.ly/2A0PXqz.",,,,1268236017682845696,https://twitter.com/CDCgov/status/1268236017682845696
2020-06-03 17:05:26,CDCgov,,27,116,179,"Emergency department data collected by CDC surveillance networks indicate some patients may be delaying emergency care during the #COVID19 pandemic. Fewer visits for critical conditions might result in complications or death. Learn more from @CDCMMWR: http://bit.ly/MMWR6320.",,@CDCMMWR,#COVID19,1268227302778982405,https://twitter.com/CDCgov/status/1268227302778982405
2020-06-03 15:39:02,CDCgov,,4,46,87,"#Dental #HCPs: Today at 2pm ET log in to COCA Facebook profile or call in. COCA Call Topic: Guidance for Dental Settings During the #COVID19 Response. Learn more about the event at https://bit.ly/3gQxXzU.",,,#Dental #HCPs #COVID19,1268205561683771393,https://twitter.com/CDCgov/status/1268205561683771393
2020-06-03 15:15:05,CDCgov,,26,303,374,"Do not delay necessary medical care during the #COVID19 pandemic. Contact your healthcare provider when you have health concerns. They can follow local and CDC guidance to provide safe care. https://bit.ly/2U60F5L",,,#COVID19,1268199532862607365,https://twitter.com/CDCgov/status/1268199532862607365
2020-06-02 22:01:01,CDCgov,,7,66,107,"#Dental #HCPs: COCA Call on Wednesday, June 3rd at 2pm ET will also be available on COCA’s Facebook profile via Facebook Live. Topic: Guidance for Dental Settings During the #COVID19 Response. Learn more: https://bit.ly/3gQxXzU.",,,#Dental #HCPs #COVID19,1267939302576660480,https://twitter.com/CDCgov/status/1267939302576660480
2020-06-02 20:51:34,CDCgov,CreakyJoints,6,49,104,"#ICYMI: Watch CDC experts discuss managing chronic illness during the #COVID19 pandemic in this Facebook Live hosted by @CreakyJoints and the Global Healthy Living Foundation.",,@CreakyJoints,#ICYMI #COVID19,1267921823196471296,https://twitter.com/CDCgov/status/1267921823196471296
2020-06-02 20:07:00,CDCgov,,59,327,471,"As schools, businesses and community organizations begin to resume operations during #COVID19, protect yourself and others when using public transportation. Keep 6 feet between yourself &amp; others when possible and wear a cloth face covering. Find more tips: https://bit.ly/36A09Cl",,,#COVID19,1267910607975538688,https://twitter.com/CDCgov/status/1267910607975538688
2020-06-02 19:36:01,CDCgov,,25,99,205,"Nursing home and assisted living facility staff: You protect vulnerable residents from #COVID19. CDC’s new training webinars can help: https://bit.ly/2W2IrCk.",,,#COVID19,1267902812924624897,https://twitter.com/CDCgov/status/1267902812924624897
2020-06-02 17:39:01,CDCgov,,19,102,166,"Finding fun and safe ways to take care of yourself can help you cope with stress during the #COVID19 pandemic. Learn more: http://go.usa.gov/xdtPR",,,#COVID19,1267873368411459587,https://twitter.com/CDCgov/status/1267873368411459587
2020-06-02 17:16:18,CDCgov,,14,120,241,"To slow the spread of the virus that causes #COVID19, a U.S. Air Force Basic Military Training in Texas used a series of public health mitigation strategies between March 1 - April 18, 2020. Read more from @CDCMMWR: http://bit.ly/MMWR6220.",,@CDCMMWR,#COVID19,1267867651373707265,https://twitter.com/CDCgov/status/1267867651373707265
2020-06-02 16:26:52,CDCgov,,3,49,79,"These data come from COVID-NET, CDC's COVID-19 hospitalization surveillance network of over 250 acute-care hospitals in 14 states. Reported data for American Indian/Alaskan Natives are limited and rates may be impacted by recent COVID-19 outbreaks among American Indian Tribes.",,,,1267855210992541707,https://twitter.com/CDCgov/status/1267855210992541707
2020-06-02 16:26:52,CDCgov,,61,587,761,"The latest CDC #COVIDView data show that #COVID19-associated hospitalization rates are highest among American Indian/Alaska Natives, Blacks, and Hispanics/Latinos. Existing disparities can make these groups more vulnerable to COVID-19 outbreaks. https://bit.ly/2AzCHcc",,,#COVIDView #COVID19,1267855209671294977,https://twitter.com/CDCgov/status/1267855209671294977
2020-06-02 15:59:33,CDCgov,,34,196,332,"Protect yourself from #COVID19: Call-in prescriptions ahead of time and use drive-thru windows, curbside services, mail-order or other delivery services. Read more tips here: https://bit.ly/3cbQH9G.",,,#COVID19,1267848336306057216,https://twitter.com/CDCgov/status/1267848336306057216
2020-06-02 15:08:03,CDCgov,,8,123,217,"Health Depts: CDC’s new interim guidelines for #COVID19 antibody testing are now available. Guidelines include recommendations and considerations, including how to minimize false positive test results Learn more: https://bit.ly/2XzNj2D.",,,#COVID19,1267835376284172288,https://twitter.com/CDCgov/status/1267835376284172288
2020-06-01 19:23:02,CDCgov,,20,227,323,"CDC offers tips to Youth Sports Organizations on ways to protect players, families, and communities and slow the spread of #COVID19. Learn more: https://bit.ly/2XP1uB1.",,,#COVID19,1267537155619991555,https://twitter.com/CDCgov/status/1267537155619991555
2020-06-01 18:45:00,CDCgov,,15,144,221,"#DYK? Taking breaks from news stories and social media, taking care of your body, and connecting with loved ones are great ways to reduce stress during the #COVID19 pandemic. Watch this video for more tips. https://bit.ly/340pBQa",,,#DYK #COVID19,1267527584251736064,https://twitter.com/CDCgov/status/1267527584251736064
2020-06-01 18:21:01,CDCgov,,6,36,92,"Laboratory professionals: Learn how to use and work safely with a centrifuge with CDC’s course (P.A.C.E.® offered): http://bit.ly/2RnMpB9. #eLearning",,,#eLearning,1267521551643160576,https://twitter.com/CDCgov/status/1267521551643160576
2020-06-01 17:54:02,CDCgov,,42,210,296,"Protect yourself from #COVID19 when going shopping. Order online or use curbside pickup if possible, wear a face covering, practice #socialdistancing, and wash your hands with soap and water after leaving the store. Get more tips: https://bit.ly/34ucuqJ.",,,#COVID19 #socialdistancing,1267514758414155776,https://twitter.com/CDCgov/status/1267514758414155776
2020-06-01 16:26:02,CDCgov,,31,239,381,"The latest CDC #COVIDView shows that people 65+ have the highest rates of COVID-19 hospitalizations. Protect people most at risk for serious illness by taking the recommended actions to slow the spread of #COVID19. Learn how you can help: https://bit.ly/3bGvO6p.",,,#COVIDView #COVID19,1267492612229025796,https://twitter.com/CDCgov/status/1267492612229025796
2020-06-01 15:00:32,CDCgov,,34,377,644,"#Hurricane season starts June 1. During the #COVID19 pandemic, give yourself more time than usual to prepare your emergency food, water, and medical supplies. Learn more: https://bit.ly/3edqJ6y.",,,#Hurricane #COVID19,1267471095814328322,https://twitter.com/CDCgov/status/1267471095814328322
2020-05-31 20:37:01,CDCgov,,103,530,918,"Practice social distancing by putting space between yourself and others. Continue to practice healthy habits, like washing your hands for at least 20 seconds and staying home if you’re sick, to help slow the spread of #COVID19. Learn more: http://www.cdc.gov/coronavirus.",,,#COVID19,1267193388295688194,https://twitter.com/CDCgov/status/1267193388295688194
2020-05-31 13:24:01,CDCgov,,67,245,609,"The latest CDC #COVIDView report shows that the proportion of death certificates coded as being related to #COVID19 decreased for a fifth week, from 15.9% the week before to 9.8% for the week ending May 23: https://bit.ly/2ViFflZ",,,#COVIDView #COVID19,1267084419338309632,https://twitter.com/CDCgov/status/1267084419338309632
2020-05-30 21:01:02,CDCgov,,31,109,178,"While the percentage of lab specimens testing positive for #COVID19 decreased nationally from last week, the latest #COVIDView report notes slight increases in the Southeast and Pacific Northwest. Learn more: https://bit.ly/2ViFflZ",,,#COVID19 #COVIDView,1266837041318440967,https://twitter.com/CDCgov/status/1266837041318440967
2020-05-30 16:21:01,CDCgov,,16,145,286,"CDC has launched new long-term care training series for staff. Watch five short videos to help refresh infection prevention knowledge and keep #COVID19 out of your facility. https://bit.ly/2W2IrCk",,,#COVID19,1266766576902197250,https://twitter.com/CDCgov/status/1266766576902197250
2020-05-30 15:18:02,CDCgov,,39,199,401,"While shopping for groceries and other household items, order online or over the phone if possible. Pick up curbside or ask for deliveries to be left on your doorstep to avoid person-to-person contact. Get more tips: https://bit.ly/34ucuqJ.",,,,1266750724559560707,https://twitter.com/CDCgov/status/1266750724559560707
2020-05-29 22:10:30,CDCgov,,21,108,210,"The latest CDC #COVIDView report shows the % of visits to doctor’s offices and ERs for illnesses with symptoms compatible with #COVID19 continued to decline or remain stable at low levels, likely in part a result of widespread efforts to slow the spread: https://bit.ly/2ViFflZ",,,#COVIDView #COVID19,1266492138998677506,https://twitter.com/CDCgov/status/1266492138998677506
2020-05-29 19:47:00,CDCgov,,14,239,316,"Whether you test positive or negative for #COVID19, you should still take preventive measures to protect yourself and others. Learn more: https://bit.ly/3bGvO6p.",,,#COVID19,1266456023360888833,https://twitter.com/CDCgov/status/1266456023360888833
2020-05-29 17:28:02,CDCgov,,30,65,312,"“The scale is unprecedented… We can’t think of it like anything we’ve known before.” Johns Brooks, a CDC #diseasedetective, is part of a team poring over hundreds of publications on #COVID19, looking for ways to slow the spread of the disease. More: https://bit.ly/CDC-brooks.",,,#diseasedetective #COVID19,1266421051581489152,https://twitter.com/CDCgov/status/1266421051581489152
2020-05-29 17:07:28,CDCgov,,129,342,597,"The identification on Feb. 26, 2020, of a patient with COVID-19 & no travel history, indicated the likelihood of community spread. Until late Feb., #COVID19 incidence was too low to be detected by emergency department surveillance. More from @CDCMMWR: http://bit.ly/MMWR52920.",,@CDCMMWR,#COVID19,1266415877227978752,https://twitter.com/CDCgov/status/1266415877227978752
2020-05-29 16:00:26,CDCgov,,13,85,134,"Clinicians: See CDC’s new interim guidelines now available for using #COVID19 antibody tests in clinical settings. Guidelines include recommendations for choosing tests and testing strategy. Learn more: https://bit.ly/2XzNj2D.",,,#COVID19,1266399007108145157,https://twitter.com/CDCgov/status/1266399007108145157
2020-05-29 15:41:00,CDCgov,,96,336,505,"You can help protect others from #COVID19 by social distancing &amp; wearing a cloth face covering that fits snugly and reaches above your nose, below your chin, and completely covers your mouth and nostrils. Watch this video featuring @CDCDirector. https://bit.ly/2R9av5m",,@CDCDirector,#COVID19,1266394115480133632,https://twitter.com/CDCgov/status/1266394115480133632
2020-05-28 21:41:01,CDCgov,,49,239,257,"This week, CDC received 15 models to forecast possible #COVID19 deaths in the US. As of May 25, the forecasts suggest the increase in total number of deaths to continue to slow but exceed 115,000 by June 20. Forecasts vary by state, see yours here: https://bit.ly/3cKQIl4.",,,#COVID19,1266122329299484681,https://twitter.com/CDCgov/status/1266122329299484681
2020-05-28 21:21:02,CDCgov,,56,379,571,"Help prevent the spread of #COVID19. Avoid close contact with people who are sick, wash hands often for at least 20 seconds, avoid touching your face, and practice social distancing by putting space between yourself and others. https://bit.ly/38Wbhsw",,,#COVID19,1266117299226005509,https://twitter.com/CDCgov/status/1266117299226005509
2020-05-28 21:05:02,CDCgov,,6,100,156,"As communities begin reopening, #pediatric providers should continue to encourage well-child visits. Know what precautions to take to ensure the safety of your patients: https://bit.ly/2ym3Y0D.",,,#pediatric,1266113274548047874,https://twitter.com/CDCgov/status/1266113274548047874
2020-05-28 19:30:10,CDCgov,,13,99,161,"Working with state & local health officials, schools determine whether and how to reopen or stay open. CDC offers considerations for decision-making as well as guiding principles for protecting students, teachers & staff during the #COVID19 pandemic. See: https://bit.ly/3e3D9Oz.",,,#COVID19,1266089398774509576,https://twitter.com/CDCgov/status/1266089398774509576
2020-05-28 17:19:02,CDCgov,,16,130,206,"As communities are opening up, parents and doctors can work together to make sure children are protected from vaccine-preventable diseases. View this easy-to-read schedule: https://bit.ly/31Hy35E. #vaccineswork",,,#vaccineswork,1266056399261446144,https://twitter.com/CDCgov/status/1266056399261446144
2020-05-28 16:13:00,CDCgov,,8,99,170,"Are you in an area affected by a #flood? Be aware that standing flood waters can also spread infectious diseases, bring chemical hazards, and cause injuries. Learn steps you can take to protect yourself, your family, and your home: http://bit.ly/2mphfia.",,,#flood,1266039780694831105,https://twitter.com/CDCgov/status/1266039780694831105
2020-05-28 15:18:00,CDCgov,,30,436,620,"Handwashing is one of the best ways to prevent the spread of germs. What you need to know about handwashing: https://www.cdc.gov/handwashing/",,,,1266025939412058112,https://twitter.com/CDCgov/status/1266025939412058112
2020-05-27 21:45:03,CDCgov,,135,333,445,"Updated on May 27: More than 1.6 million COVID-19 cases have been reported in the U.S., with 30 states reporting more than 10,000 cases. COVID-19 cases reported among healthcare personnel now available: https://bit.ly/2UjQ9XR.",,,,1265760955335684096,https://twitter.com/CDCgov/status/1265760955335684096
2020-05-27 18:46:02,CDCgov,,31,262,413,"Take daily precautions to help prevent the spread of respiratory illnesses like #COVID19. Learn how to protect yourself from coronavirus (COVID-19): https://bit.ly/37Ay6Cm.",,,#COVID19,1265715904358252544,https://twitter.com/CDCgov/status/1265715904358252544
